Elem	xi[0]	xi[1]	xi[2]	Y[0]	Y[1]	Y[2]	y[0]	y[1]	y[2]	Index
1	0.0	0.0	0.0	0.222770426	1.072382981	-0.66182574	0.311508688278	0.889051570218	-0.249336322268	1
1	0.0	0.25	0.0	-0.263642038515	1.09393155317	-0.693637292854	-0.1830787775	0.886203732528	-0.252487260405	2
1	0.0	0.5	0.0	-0.762943407917	1.15449574035	-0.745052374172	-0.707184208806	0.920978639435	-0.277672591682	3
1	0.0	0.75	0.0	-1.25933046411	1.18727563786	-0.799896454654	-1.23407036089	0.937719097287	-0.301500461247	4
1	0.0	1.0	0.0	-1.736999989	1.125471341	-0.841995005	-1.736999989	0.880767912433	-0.300579014251	5
1	0.25	0.0	0.0	0.24425979187	1.03026663541	-0.815826639729	0.326161086089	0.845349776285	-0.486469555932	6
1	0.25	0.25	0.0	-0.24187726772	1.05508216331	-0.864316051023	-0.168454652768	0.843203454168	-0.506569420601	7
1	0.25	0.5	0.0	-0.749372266097	1.123540167	-0.931101156799	-0.692081720591	0.888745191918	-0.543211169961	8
1	0.25	0.75	0.0	-1.24952844742	1.17894116988	-1.00231652232	-1.21653992056	0.931026284677	-0.582293676546	9
1	0.25	1.0	0.0	-1.71364905586	1.16458569535	-1.06409671285	-1.71364905586	0.919098027587	-0.60971581289	10
1	0.5	0.0	0.0	0.248240311106	0.876229472035	-0.89192759165	0.328626654413	0.70728795092	-0.659508993311	11
1	0.5	0.25	0.0	-0.23855683415	0.918577090691	-0.964500030289	-0.175960951112	0.724410515021	-0.704986173869	12
1	0.5	0.5	0.0	-0.739763298524	0.99893114314	-1.07408534037	-0.689687911121	0.782857936672	-0.780858422975	13
1	0.5	0.75	0.0	-1.23031027059	1.07276007906	-1.18668811235	-1.1976964867	0.844239921598	-0.858202299193	14
1	0.5	1.0	0.0	-1.68512893893	1.09553234812	-1.26831293665	-1.68512893893	0.870166175524	-0.908094361084	15
1	0.75	0.0	0.0	0.247583748788	0.671903532647	-0.961411338496	0.333602562893	0.533798774888	-0.826623500248	16
1	0.75	0.25	0.0	-0.242209668068	0.730848385131	-1.05143552606	-0.18157352648	0.568835898967	-0.892907223928	17
1	0.75	0.5	0.0	-0.732971952883	0.821741501306	-1.19730361297	-0.684719138924	0.636972124322	-1.00492688269	18
1	0.75	0.75	0.0	-1.20926966344	0.908265992012	-1.34620270793	-1.17602188056	0.71101906633	-1.11647188648	19
1	0.75	1.0	0.0	-1.65566935753	0.954104968089	-1.44531991963	-1.65566935753	0.763788340362	-1.18133164523	20
1	1.0	0.0	0.0	0.25516187	0.478920859	-1.095560623	0.355785981173	0.383814928957	-1.04598194259	21
1	1.0	0.25	0.0	-0.241364699737	0.538328096444	-1.18236883373	-0.16126823282	0.415490589884	-1.1155022745	22
1	1.0	0.5	0.0	-0.727853676862	0.633044074043	-1.32405466267	-0.66189176253	0.484743005493	-1.22972908108	23
1	1.0	0.75	0.0	-1.19400035581	0.72499253537	-1.47405179227	-1.14999792343	0.565022777151	-1.3443479957	24
1	1.0	1.0	0.0	-1.629500031	0.776097224	-1.585793905	-1.629500031	0.629780506221	-1.41504465172	25
2	0.0	0.0	0.0	0.25516187	0.478920859	-1.095560623	0.355785981173	0.383814928957	-1.04598194259	26
2	0.0	0.25	0.0	-0.241364699737	0.538328096444	-1.18236883373	-0.16126823282	0.415490589884	-1.1155022745	27
2	0.0	0.5	0.0	-0.727853676862	0.633044074043	-1.32405466267	-0.66189176253	0.484743005493	-1.22972908108	28
2	0.0	0.75	0.0	-1.19400035581	0.72499253537	-1.47405179227	-1.14999792343	0.565022777151	-1.3443479957	29
2	0.0	1.0	0.0	-1.629500031	0.776097224	-1.585793905	-1.629500031	0.629780506221	-1.41504465172	30
2	0.25	0.0	0.0	0.270947548451	0.283243387179	-1.2824081092	0.385736387654	0.236342826244	-1.31027123821	31
2	0.25	0.25	0.0	-0.224260605344	0.325895041168	-1.3546019816	-0.119724371185	0.249038211184	-1.37544426482	32
2	0.25	0.5	0.0	-0.708991319231	0.410215570384	-1.47012351322	-0.622683137303	0.30912845432	-1.47620473565	33
2	0.25	0.75	0.0	-1.16995577525	0.494673498046	-1.59674723991	-1.11633252672	0.386542872938	-1.57565655443	34
2	0.25	1.0	0.0	-1.59386515545	0.537737347375	-1.70224769755	-1.59386515545	0.451210784327	-1.63690362489	35
2	0.5	0.0	0.0	0.282248243705	0.0940030586728	-1.41785091485	0.396584707837	0.0815664321186	-1.50426577737	36
2	0.5	0.25	0.0	-0.195649333111	0.117908303513	-1.48388614216	-0.0914162782326	0.0826270207979	-1.57215597431	37
2	0.5	0.5	0.0	-0.673118862289	0.181818382189	-1.59489687788	-0.592384168849	0.129926633308	-1.67815205658	38
2	0.5	0.75	0.0	-1.13089426867	0.248154222446	-1.71002209218	-1.08544116735	0.195760775243	-1.77537513463	39
2	0.5	1.0	0.0	-1.54970947708	0.279336752027	-1.78840075525	-1.54970947708	0.252424952196	-1.8169463189	40
2	0.75	0.0	0.0	0.291774400106	-0.0845988774195	-1.54013134007	0.396611985345	-0.0703679708389	-1.6706810048	41
2	0.75	0.25	0.0	-0.164991060996	-0.0803714311764	-1.60075830059	-0.0740170438835	-0.0799411520585	-1.73819943997	42
2	0.75	0.5	0.0	-0.634614889911	-0.0381101051585	-1.71427138754	-0.570492410977	-0.0467610058879	-1.85056540316	43
2	0.75	0.75	0.0	-1.09098743889	0.00771288900016	-1.8251616927	-1.05956834129	0.00289457210804	-1.95015526713	44
2	0.75	1.0	0.0	-1.50799906017	0.0226253396651	-1.87792030783	-1.50799906017	0.0427476863649	-1.97934540462	45
2	1.0	0.0	0.0	0.302236462	-0.248361172	-1.687491685	0.394099263803	-0.20931410005	-1.85223236525	46
2	1.0	0.25	0.0	-0.141745966961	-0.263683477554	-1.73575544211	-0.0651997580599	-0.23486447817	-1.90613669884	47
2	1.0	0.5	0.0	-0.607857985972	-0.235532506278	-1.84414367312	-0.556505417493	-0.214833011616	-2.00843913467	48
2	1.0	0.75	0.0	-1.06440688875	-0.204372321863	-1.95345138507	-1.04095854448	-0.181837648423	-2.10664848271	49
2	1.0	1.0	0.0	-1.479699969	-0.210666988	-2.004473585	-1.479699969	-0.168496336629	-2.14827355294	50
5	0.0	0.0	0.0	0.302236462	-0.248361172	-1.687491685	0.394099263803	-0.20931410005	-1.85223236525	51
5	0.0	0.25	0.0	-0.141745966961	-0.263683477554	-1.73575544211	-0.0651997580599	-0.23486447817	-1.90613669884	52
5	0.0	0.5	0.0	-0.607857985972	-0.235532506278	-1.84414367312	-0.556505417493	-0.214833011616	-2.00843913467	53
5	0.0	0.75	0.0	-1.06440688875	-0.204372321863	-1.95345138507	-1.04095854448	-0.181837648423	-2.10664848271	54
5	0.0	1.0	0.0	-1.479699969	-0.210666988	-2.004473585	-1.479699969	-0.168496336629	-2.14827355294	55
5	0.25	0.0	0.0	0.331771632707	-0.595107895636	-1.97369566211	0.409931972973	-0.550263192584	-2.1803723998	56
5	0.25	0.25	0.0	-0.105919573707	-0.631708146684	-1.9949191489	-0.0411317058517	-0.601402653524	-2.20136749744	57
5	0.25	0.5	0.0	-0.571300989191	-0.614318425798	-2.05975315743	-0.524035127498	-0.598275528207	-2.2515309335	58
5	0.25	0.75	0.0	-1.03116117452	-0.592823621652	-2.13442248726	-1.00551016477	-0.582357853237	-2.3131167138	59
5	0.25	1.0	0.0	-1.45228869048	-0.617108622919	-2.18515193794	-1.45228869048	-0.595125665219	-2.36837884416	60
5	0.5	0.0	0.0	0.368804127754	-1.01600447476	-2.16896576868	0.448565098274	-1.02457471791	-2.38633385933	61
