Elem	xi[0]	xi[1]	xi[2]	Y[0]	Y[1]	Y[2]	y[0]	y[1]	y[2]	Index
1	0.0	0.0	0.0	0.078169917	2.172949289	-0.566470828	-0.0775994194914	2.20068333578	-0.256368262507	1
1	0.0	0.25	0.0	-0.505792682294	2.00887052402	-0.602439592098	-0.543408280932	2.02934324781	-0.323975896428	2
1	0.0	0.5	0.0	-1.08003466385	2.05060336412	-0.680421937674	-1.0287772843	1.97246373461	-0.413354120146	3
1	0.0	0.75	0.0	-1.60417183423	2.11958025415	-0.753935780163	-1.5286125004	1.95115980342	-0.467268716134	4
1	0.0	1.0	0.0	-2.03782	2.037233639	-0.776499035	-2.03782	1.88654646147	-0.428485466866	5
1	0.25	0.0	0.0	0.0795602355902	2.05214197414	-0.753414330313	-0.0726834101123	2.14127957085	-0.591313509459	6
1	0.25	0.25	0.0	-0.48829235428	1.8611113359	-0.773537776834	-0.544355911693	1.91987899886	-0.6689498378	7
1	0.25	0.5	0.0	-1.0623746776	1.81976594547	-0.842286596353	-1.03021416917	1.7944697083	-0.773176696654	8
1	0.25	0.75	0.0	-1.59402411193	1.80738409945	-0.900713690861	-1.5277807033	1.71543809249	-0.813771484465	9
1	0.25	1.0	0.0	-2.03457803487	1.70324409446	-0.889871962349	-2.03457803487	1.63317054477	-0.700511599678	10
1	0.5	0.0	0.0	0.0783636906301	1.86071644597	-0.98316128428	-0.0511397690887	2.01975694775	-1.01766761187	11
1	0.5	0.25	0.0	-0.474170384928	1.65333290852	-0.980702916871	-0.526928129695	1.75375614179	-1.07197766879	12
1	0.5	0.5	0.0	-1.05670262096	1.5473826786	-1.0209573158	-1.03452131733	1.56819886892	-1.14106446482	13
1	0.5	0.75	0.0	-1.60135807954	1.46251957028	-1.05982390469	-1.54770424425	1.43442895472	-1.13831557481	14
1	0.5	1.0	0.0	-2.04026182274	1.3183973976	-1.05320210719	-2.04026182274	1.32379022478	-0.977118573593	15
1	0.75	0.0	0.0	0.080262845605	1.63694722483	-1.19313395186	-0.0183293536424	1.85718257333	-1.43713885916	16
1	0.75	0.25	0.0	-0.461327112557	1.42553762436	-1.17273939474	-0.506314958673	1.5545504833	-1.44936997859	17
1	0.75	0.5	0.0	-1.04887755535	1.26340619184	-1.19136207801	-1.04047676902	1.3107560406	-1.46821759343	18
1	0.75	0.75	0.0	-1.60351718388	1.10808476871	-1.21500020636	-1.57057620809	1.12457386562	-1.42231784895	19
1	0.75	1.0	0.0	-2.04637469925	0.917105196441	-1.20965198444	-2.04637469925	0.994778578722	-1.24030689041	20
1	1.0	0.0	0.0	0.090940264	1.419108831	-1.320754595	0.0203869790047	1.67462355446	-1.75143554075	21
1	1.0	0.25	0.0	-0.447662875484	1.21772786591	-1.29845159296	-0.49770642236	1.34583783008	-1.71743735637	22
1	1.0	0.5	0.0	-1.02475854218	0.99778911348	-1.328428865	-1.04685856451	1.03924604746	-1.70583625126	23
1	1.0	0.75	0.0	-1.57784487178	0.76717779681	-1.34997638055	-1.57858967966	0.802314300677	-1.64719516869	24
1	1.0	1.0	0.0	-2.04442	0.533779139	-1.302384109	-2.04442	0.682508683817	-1.47207705194	25
2	0.0	0.0	0.0	0.090940264	1.419108831	-1.320754595	0.0203869790047	1.67462355446	-1.75143554075	26
2	0.0	0.25	0.0	-0.447662875484	1.21772786591	-1.29845159296	-0.49770642236	1.34583783008	-1.71743735637	27
2	0.0	0.5	0.0	-1.02475854218	0.99778911348	-1.328428865	-1.04685856451	1.03924604746	-1.70583625126	28
2	0.0	0.75	0.0	-1.57784487178	0.76717779681	-1.34997638055	-1.57858967966	0.802314300677	-1.64719516869	29
2	0.0	1.0	0.0	-2.04442	0.533779139	-1.302384109	-2.04442	0.682508683817	-1.47207705194	30
2	0.25	0.0	0.0	0.101603971338	1.18174120779	-1.40280739431	0.0498198497393	1.43677355019	-1.98591382745	31
2	0.25	0.25	0.0	-0.43767935952	1.01199635651	-1.39943544413	-0.491327291083	1.12348492515	-1.9156747157	32
2	0.25	0.5	0.0	-0.999790461814	0.799528174992	-1.45661610607	-1.03422354246	0.836491419108	-1.87668613717	33
2	0.25	0.75	0.0	-1.54525004778	0.568964348289	-1.49371192868	-1.55619776758	0.629405041565	-1.81485604471	34
2	0.25	1.0	0.0	-2.03457882965	0.344932561449	-1.43008546052	-2.03457882965	0.555837801999	-1.67609239113	35
2	0.5	0.0	0.0	0.102893703711	0.906332288445	-1.50908360615	0.064503166676	1.13526254654	-2.21368348257	36
2	0.5	0.25	0.0	-0.42854292277	0.761012769258	-1.54958232693	-0.469896612323	0.860124254658	-2.1349595325	37
2	0.5	0.5	0.0	-0.976838576262	0.596110670466	-1.64489088897	-0.994401671464	0.653143343235	-2.0782201695	38
2	0.5	0.75	0.0	-1.5163348523	0.421744409455	-1.71858847657	-1.51092343981	0.534930364851	-2.02463215794	39
2	0.5	1.0	0.0	-2.02137334643	0.248032403608	-1.69425427404	-2.02137334643	0.526095872093	-1.95536226219	40
2	0.75	0.0	0.0	0.100030073979	0.636925331383	-1.62802606466	0.0745792061695	0.827290746087	-2.41335414843	41
2	0.75	0.25	0.0	-0.420870676583	0.509219222758	-1.71814289127	-0.440091847989	0.597394869728	-2.34651536406	42
2	0.75	0.5	0.0	-0.960205991134	0.398042926803	-1.85503799126	-0.951066750671	0.477716665079	-2.2912529956	43
2	0.75	0.75	0.0	-1.49709983912	0.292620803408	-1.9726505813	-1.47053252397	0.451824233269	-2.25714716778	44
