Elem	xi[0]	xi[1]	xi[2]	Y[0]	Y[1]	Y[2]	y[0]	y[1]	y[2]	Index
1	0.0	0.0	0.0	-0.021230027	2.783384937	-0.497200458	0.0198926914672	2.11295202314	-0.0288396354906	1
1	0.0	0.25	0.0	-0.532116240092	2.92145247273	-0.43384988749	-0.538283238365	2.17723896089	-0.024036736104	2
1	0.0	0.5	0.0	-1.08876342883	3.07670653575	-0.392306601493	-1.1021260896	2.25572350709	-0.0214661351982	3
1	0.0	0.75	0.0	-1.66327642915	3.23002637939	-0.362264303499	-1.66687274242	2.32425160985	-0.0224925869118	4
1	0.0	1.0	0.0	-2.227760077	3.362291257	-0.333416697	-2.227760077	2.35866921728	-0.0284808453833	5
1	0.25	0.0	0.0	0.00557428406247	2.86693564789	-0.744356533375	0.0258647214109	2.18894868292	-0.369607978166	6
1	0.25	0.25	0.0	-0.520720596361	2.95966105904	-0.665803292353	-0.534363101719	2.21942207027	-0.346184871881	7
1	0.25	0.5	0.0	-1.08943837777	3.04380630651	-0.593812738073	-1.10356276647	2.24758645278	-0.310285506701	8
1	0.25	0.75	0.0	-1.66959489231	3.1321419821	-0.517849771458	-1.67206636067	2.268160399	-0.270073542929	9
1	0.25	1.0	0.0	-2.23020597213	3.23743867761	-0.427379293434	-2.23020597213	2.2758624775	-0.233712640869	10
1	0.5	0.0	0.0	0.0134645942407	2.89184008148	-1.06014635178	0.0241661606756	2.21718018028	-0.804921380043	11
1	0.5	0.25	0.0	-0.530213997136	2.94535453844	-0.954576790159	-0.542677888434	2.22096427966	-0.750863252935	12
1	0.5	0.5	0.0	-1.10603324442	2.98249890384	-0.845188134794	-1.1160544327	2.21171543074	-0.669886713895	13
1	0.5	0.75	0.0	-1.68836722345	3.01710695476	-0.715631151541	-1.68825972297	2.19156340156	-0.576135823596	14
1	0.5	1.0	0.0	-2.25159001008	3.06301246829	-0.549556606257	-2.25159001008	2.16263796016	-0.483754642716	15
1	0.75	0.0	0.0	0.00310357329864	2.86383055059	-1.3721666843	0.0195130655626	2.19968825971	-1.24076346539	16
1	0.75	0.25	0.0	-0.551228619467	2.88641723128	-1.23210396208	-0.556188881324	2.18203787099	-1.14914259317	17
1	0.75	0.5	0.0	-1.12984616196	2.89806460133	-1.08600478819	-1.13617230072	2.15190391584	-1.0227639406	18
1	0.75	0.75	0.0	-1.71382387665	2.89710186901	-0.908848571327	-1.71425044986	2.1062115886	-0.878586477713	19
1	0.75	1.0	0.0	-2.28423658599	2.88185824257	-0.675614720201	-2.28423658599	2.0418860836	-0.73356917454	20
1	1.0	0.0	0.0	-0.024846109	2.788639368	-1.608014302	0.0166214923733	2.13851466572	-1.58311785846	21
1	1.0	0.25	0.0	-0.574396640406	2.79073345788	-1.43031838929	-0.567857363204	2.10281512621	-1.45209360648	22
1	1.0	0.5	0.0	-1.15217526358	2.79578367259	-1.25583469479	-1.16048758296	2.07194538298	-1.29141137063	23
1	1.0	0.75	0.0	-1.74019530596	2.7843072965	-1.0507421584	-1.74883616189	2.02385593123	-1.11533255408	24
1	1.0	1.0	0.0	-2.320470095	2.736821614	-0.78121972	-2.320470095	1.93649726616	-0.938118559954	25
2	0.0	0.0	0.0	-0.024846109	2.788639368	-1.608014302	0.0166214923733	2.13851466572	-1.58311785846	26
2	0.0	0.25	0.0	-0.574396640406	2.79073345788	-1.43031838929	-0.567857363204	2.10281512621	-1.45209360648	27
2	0.0	0.5	0.0	-1.15217526358	2.79578367259	-1.25583469479	-1.16048758296	2.07194538298	-1.29141137063	28
2	0.0	0.75	0.0	-1.74019530596	2.7843072965	-1.0507421584	-1.74883616189	2.02385593123	-1.11533255408	29
2	0.0	1.0	0.0	-2.320470095	2.736821614	-0.78121972	-2.320470095	1.93649726616	-0.938118559954	30
2	0.25	0.0	0.0	-0.0559838126898	2.61518854164	-1.79760507561	0.0136395128078	2.00211227237	-1.90890941642	31
2	0.25	0.25	0.0	-0.603299079169	2.62551315122	-1.61006677801	-0.586423035306	1.97321290207	-1.75859815079	32
2	0.25	0.5	0.0	-1.18117506629	2.64209953432	-1.40690817915	-1.19659329089	1.95790945308	-1.56388021624	33
2	0.25	0.75	0.0	-1.77730278552	2.64103938488	-1.16979049972	-1.7999003349	1.92268556021	-1.34864519944	34
2	0.25	1.0	0.0	-2.37937324828	2.59842439678	-0.88037496041	-2.37937324828	1.83402485826	-1.13678268709	35
2	0.5	0.0	0.0	-0.0756077231453	2.3470580536	-1.98614317747	0.00777533128109	1.79304158309	-2.27738961385	36
2	0.5	0.25	0.0	-0.639305964224	2.39605339044	-1.82383234934	-0.616865922819	1.80282063289	-2.13435988082	37
2	0.5	0.5	0.0	-1.22317404596	2.43751524484	-1.58971670667	-1.24487003206	1.81082003181	-1.90256990885	38
2	0.5	0.75	0.0	-1.83085859522	2.45565994121	-1.30535482907	-1.86499685218	1.79177760691	-1.63036764218	39
2	0.5	1.0	0.0	-2.4660062389	2.43470380396	-0.992305296121	-2.4660062389	1.72043118525	-1.36610102507	40
2	0.75	0.0	0.0	-0.0900011622781	2.05234592175	-2.15932592634	0.00224632561053	1.54782907628	-2.62156020961	41
2	0.75	0.25	0.0	-0.673675342777	2.14619140764	-2.0168925089	-0.647383873181	1.60195226938	-2.48350062524	42
2	0.75	0.5	0.0	-1.26933042419	2.22086638658	-1.75929039596	-1.29369760955	1.64165532263	-2.22308826726	43
2	0.75	0.75	0.0	-1.89166149878	2.26644707602	-1.43928016175	-1.93144187445	1.64919132347	-1.90507310364	44
